Ship Mode,Segment,City,State,Region,Sub-Category,Product Name,Sales,Quantity,Discount,Profit
Standard Class,Corporate,Columbus,Georgia,South,Furnishings,"Eldon Expressions Wood and Plastic Desk Accessories, Oak",39.92,4,0.0,11.1776
First Class,Corporate,Aurora,Colorado,West,Furnishings,Deflect-O Glasstique Clear Desk Accessories,24.64,4,0.2,4.004
First Class,Consumer,Springfield,Virginia,South,Tables,"Iceberg OfficeWorks 42"" Round Tables",1056.86,7,0.0,158.529
Second Class,Corporate,Houston,Texas,Central,Furnishings,"GE General Purpose, Extra Long Life, Showcase & Floodlight Incandescent Bulbs",10.02,2,0.6,-0.7566
Second Class,Corporate,Milwaukee,Wisconsin,Central,Chairs,Global Executive Mid-Back Manager's Chair,1317.492,5,0.0,190.4298
Standard Class,Home Office,Sanford,Florida,South,Furnishings,Tenex B1-RE Series Chair Mats for Low Pile Carpets,220.704,6,0.2,-8.2764
First Class,Consumer,Concord,New Hampshire,East,Furnishings,Luxo Professional Combination Clamp-On Lamps,102.3,1,0.0,26.598
Standard Class,Consumer,Rochester,Minnesota,Central,Tables,"Office Impressions End Table, 20-1/2""H x 24""W x 20""D",607.52,2,0.0,97.2032
Second Class,Corporate,San Marcos,Texas,Central,Furnishings,Contemporary Borderless Frame,10.332,3,0.6,-5.9409
First Class,Consumer,Greeley,Colorado,West,Furnishings,"Eldon Imge Series Desk Accessories, Clear",11.664,3,0.2,3.3534
Standard Class,Consumer,New York City,New York,East,Furnishings,"Seth Thomas 14"" Day/Date Wall Clock",56.96,2,0.0,21.0752
Standard Class,Consumer,New York City,New York,East,Bookcases,O'Sullivan Living Dimensions 5-Shelf Bookcases,353.568,2,0.2,-44.196
Standard Class,Consumer,New York City,New York,East,Furnishings,G.E. Halogen Desk Lamp Bulbs,13.96,2,0.0,6.7008
Standard Class,Corporate,Los Angeles,California,West,Tables,"Lesro Sheffield Collection Coffee Table, End Table, Center Table, Corner Table",399.672,7,0.2,-14.9877
Second Class,Consumer,Dallas,Texas,Central,Furnishings,"Linden 10"" Round Wall Clock, Black",30.56,5,0.6,-19.864
Standard Class,Corporate,New York City,New York,East,Tables,Bretford CR8500 Series Meeting Room Furniture,481.176,2,0.4,-120.294
First Class,Consumer,Bethlehem,Pennsylvania,East,Bookcases,"Safco Value Mate Series Steel Bookcases, Baked Enamel Finish on Steel, Gray",177.45,5,0.5,-78.078
Standard Class,Consumer,Philadelphia,Pennsylvania,East,Bookcases,Bush Somerset Collection Bookcase,130.98,2,0.5,-89.0664
Standard Class,Consumer,Seattle,Washington,West,Furnishings,Luxo Economy Swing Arm Lamp,139.58,7,0.0,39.0824
Standard Class,Corporate,Jacksonville,North Carolina,South,Furnishings,Eldon Wave Desk Accessories,10.02,1,0.2,1.4136
Standard Class,Consumer,Los Angeles,California,West,Chairs,"Padded Folding Chairs, Black, 4/Carton",194.352,3,0.2,19.4352
First Class,Corporate,Nashville,Tennessee,South,Chairs,"Global Push Button Manager's Chair, Indigo",97.424,2,0.2,10.9602
Same Day,Consumer,Seattle,Washington,West,Furnishings,C-Line Cubicle Keepers Polyproplyene Holder With Velcro Backings,14.19,3,0.0,5.5341
Standard Class,Consumer,Fort Lauderdale,Florida,South,Bookcases,O'Sullivan Manor Hill 2-Door Library in Brianna Oak,723.92,5,0.2,-81.441
Standard Class,Consumer,Houston,Texas,Central,Furnishings,DAX Wood Document Frame.,21.968,4,0.6,-15.9268
Second Class,Consumer,Lakewood,California,West,Furnishings,Flat Face Poster Frame,94.2,5,0.0,39.564
Second Class,Consumer,Cleveland,Ohio,East,Furnishings,"Eldon ""L"" Workstation Diamond Chairmat",182.352,3,0.2,-18.2352
Standard Class,Consumer,Decatur,Illinois,Central,Chairs,Global Deluxe High-Back Manager's Chair,600.558,3,0.3,-8.5794
Standard Class,Consumer,Decatur,Illinois,Central,Furnishings,"Executive Impressions 13"" Clairmont Wall Clock",10.02,1,0.6,-3.6537
First Class,Consumer,Mansfield,Texas,Central,Tables,Hon 2111 Invitation Series Straight Table,517.405,5,0.3,-81.3065
Second Class,Home Office,San Francisco,California,West,Tables,Bretford Rectangular Conference Table Tops,300.904,1,0.2,11.2839
Standard Class,Corporate,Nashville,Tennessee,South,Furnishings,Staple-based wall hangings,31.168,4,0.2,9.3504
Standard Class,Corporate,Nashville,Tennessee,South,Tables,"Barricks 18"" x 48"" Non-Folding Utility Table with Bottom Storage Shelf",120.96,2,0.4,-28.224
Standard Class,Home Office,New York City,New York,East,Chairs,Global Super Steno Chair,172.764,2,0.1,13.4372
First Class,Corporate,Los Angeles,California,West,Bookcases,"Bush Andora Bookcase, Maple/Graphite Gray Finish",305.9745,3,0.15,25.1979
Standard Class,Consumer,San Diego,California,West,Tables,"Bevis Oval Conference Table, Walnut",626.352,3,0.2,-23.4882
Standard Class,Consumer,San Francisco,California,West,Bookcases,"Sauder Forest Hills Library, Woodland Oak Finish",359.499,3,0.15,-29.6058
Second Class,Home Office,Houston,Texas,Central,Furnishings,Dax Clear Box Frame,10.02,2,0.6,-4.5396
Second Class,Home Office,Houston,Texas,Central,Chairs,Global Enterprise Series Seating High-Back Swivel/Tilt Chairs,379.372,2,0.3,-119.2312
Standard Class,Corporate,Murfreesboro,Tennessee,South,Furnishings,"Executive Impressions 14"" Contract Wall Clock with Quartz Movement",53.352,3,0.2,16.0056
Standard Class,Corporate,Murfreesboro,Tennessee,South,Bookcases,O'Sullivan 5-Shelf Heavy-Duty Bookcases,131.104,2,0.2,8.194
Second Class,Corporate,Seattle,Washington,West,Furnishings,Executive Impressions Supervisor Wall Clock,126.3,3,0.0,40.416
First Class,Consumer,Hillsboro,Oregon,West,Furnishings,9-3/4 Diameter Round Wall Clock,11.032,1,0.2,3.0338
Standard Class,Corporate,San Diego,California,West,Furnishings,Eldon Antistatic Chair Mats for Low to Medium Pile Carpets,210.58,2,0.0,12.6348
Standard Class,Corporate,Columbia,Maryland,East,Furnishings,"Eldon Stackable Tray, Side-Load, Legal, Smoke",27.42,3,0.0,9.3228
Same Day,Home Office,Louisville,Colorado,West,Chairs,"Global Stack Chair without Arms, Black",83.136,4,0.2,5.196
First Class,Corporate,Huntsville,Texas,Central,Chairs,"Global Airflow Leather Mesh Back Chair, Black",528.43,5,0.3,0.0
Standard Class,Corporate,New York City,New York,East,Bookcases,"Bush Andora Bookcase, Maple/Graphite Gray Finish",287.976,3,0.2,7.1994
First Class,Corporate,Houston,Texas,Central,Bookcases,"Atlantic Metals Mobile 5-Shelf Bookcases, Custom Colors",1227.9984,6,0.32,-36.1176
Standard Class,Corporate,Twin Falls,Idaho,West,Tables,Bretford Rectangular Conference Table Tops,1128.39,3,0.0,190.4298
Standard Class,Consumer,Monroe,North Carolina,South,Chairs,Global Executive Mid-Back Manager's Chair,698.352,3,0.2,52.3764
Standard Class,Consumer,Monroe,North Carolina,South,Bookcases,O'Sullivan 2-Shelf Heavy-Duty Bookcases,77.728,2,0.2,-3.8864
First Class,Consumer,Oklahoma City,Oklahoma,Central,Bookcases,"Sauder Facets Collection Library, Sky Alder Finish",341.96,2,0.0,54.7136
Standard Class,Corporate,Utica,New York,East,Furnishings,"DAX Contemporary Wood Frame with Silver Metal Mat, Desktop, 11 x 14 Size",40.48,2,0.0,14.5728
Standard Class,Corporate,Glendale,Arizona,West,Chairs,Office Star - Contemporary Task Swivel Chair,266.352,3,0.2,13.3176
Standard Class,Home Office,Harrisonburg,Virginia,South,Furnishings,12-1/2 Diameter Round Wall Clock,39.96,2,0.0,14.3856
First Class,Corporate,Raleigh,North Carolina,South,Furnishings,24-Hour Round Wall Clock,159.84,8,0.2,45.954
Standard Class,Home Office,Paterson,New Jersey,East,Furnishings,Eldon Pizzaz Desk Accessories,10.02,4,0.0,3.9248
First Class,Consumer,Chicago,Illinois,Central,Bookcases,"Bush Heritage Pine Collection 5-Shelf Bookcase, Albany Pine Finish, *Special Order",493.43,5,0.3,-70.49
Standard Class,Corporate,Seattle,Washington,West,Furnishings,Eldon Wave Desk Accessories,70.68,8,0.0,31.0992
Standard Class,Home Office,Stockton,California,West,Furnishings,"Tenex ""The Solids"" Textured Chair Mats",629.64,8,0.0,107.0388
First Class,Home Office,Columbus,Georgia,South,Chairs,"Global Value Mid-Back Manager's Chair, Gray",121.78,2,0.0,30.445
Standard Class,Home Office,San Diego,California,West,Chairs,GuestStacker Chair with Chrome Finish Legs,1317.492,8,0.2,190.4298
Standard Class,Consumer,Texas City,Texas,Central,Tables,"SAFCO PlanMaster Heigh-Adjustable Drafting Table Base, 43w x 30d x 30-37h, Black",489.23,2,0.3,41.934
Standard Class,Consumer,Los Angeles,California,West,Furnishings,Luxo Professional Magnifying Clamp-On Fluorescent Lamps,312.03,3,0.0,43.6842
Standard Class,Consumer,Decatur,Illinois,Central,Furnishings,"Executive Impressions 16-1/2"" Circular Wall Clock",32.064,3,0.6,-12.8256
Standard Class,Consumer,Decatur,Illinois,Central,Chairs,Global Highback Leather Tilter in Burgundy,191.079,3,0.3,-38.2158
Standard Class,Corporate,Virginia Beach,Virginia,South,Furnishings,Luxo Adjustable Task Clamp Lamp,177.68,2,0.0,46.1968
Standard Class,Corporate,Coral Gables,Florida,South,Furnishings,Magna Visual Magnetic Picture Hangers,11.568,3,0.2,2.6028
Standard Class,Consumer,Rockford,Illinois,Central,Tables,Bretford ÒJust In TimeÓ Height-Adjustable Multi-Task Work Tables,626.1,3,0.5,-153.3456
Standard Class,Consumer,Huntsville,Texas,Central,Tables,"Chromcraft Bull-Nose Wood Round Conference Table Top, Wood Base",609.98,4,0.3,-113.282
Standard Class,Consumer,Huntsville,Texas,Central,Tables,"Iceberg OfficeWorks 42"" Round Tables",211.372,2,0.3,-45.294
Standard Class,Corporate,Milwaukee,Wisconsin,Central,Furnishings,Tensor Track Tree Floor Lamp,99.95,5,0.0,22.9885
Standard Class,Corporate,Green Bay,Wisconsin,Central,Furnishings,Westinghouse Clip-On Gooseneck Lamps,16.74,2,0.0,4.3524
Standard Class,Consumer,Aurora,Illinois,Central,Chairs,Hon Comfortask Task/Swivel Chairs,239.358,3,0.3,-47.8716
Standard Class,Consumer,Jackson,Tennessee,South,Tables,"Bevis Round Bullnose 29"" High Table Top",934.956,6,0.4,-153.3456
Second Class,Consumer,Jacksonville,Florida,South,Bookcases,O'Sullivan 2-Shelf Heavy-Duty Bookcases,155.456,4,0.2,-7.7728
First Class,Consumer,Hialeah,Florida,South,Furnishings,"Eldon 400 Class Desk Accessories, Black Carbon",21.0,3,0.2,5.775
Standard Class,Consumer,Houston,Texas,Central,Chairs,Hon Deluxe Fabric Upholstered Stacking Chairs,853.93,5,0.3,-24.398
First Class,Consumer,Virginia Beach,Virginia,South,Furnishings,"3M Polarizing Task Lamp with Clamp Arm, Light Gray",273.96,2,0.0,71.2296
First Class,Consumer,Virginia Beach,Virginia,South,Furnishings,"Tenex Chairmat w/ Average Lip, 45"" x 53""",756.8,5,0.0,75.68
Standard Class,Home Office,Philadelphia,Pennsylvania,East,Chairs,Bevis Steel Folding Chairs,470.155,7,0.3,-13.433
Standard Class,Consumer,New York City,New York,East,Chairs,"Global Airflow Leather Mesh Back Chair, Black",271.764,2,0.1,60.392
Second Class,Consumer,Los Angeles,California,West,Bookcases,"Bush Westfield Collection Bookcases, Medium Cherry Finish",344.981,7,0.15,28.4102
First Class,Corporate,Dallas,Texas,Central,Tables,"Lesro Round Back Collection Coffee Table, End Table",127.785,1,0.3,-31.0335
Standard Class,Consumer,Chicago,Illinois,Central,Furnishings,Eldon Cleatmat Plus Chair Mats for High Pile Carpets,159.04,5,0.6,-153.3456
Standard Class,Consumer,Chicago,Illinois,Central,Tables,Bevis Rectangular Conference Tables,145.98,2,0.5,-99.2664
Standard Class,Consumer,Jacksonville,North Carolina,South,Furnishings,"Seth Thomas 16"" Steel Case Clock",77.952,3,0.2,12.6672
Standard Class,Corporate,Springfield,Missouri,Central,Furnishings,"Eldon Regeneration Recycled Desk Accessories, Black",10.02,2,0.0,3.7752
Standard Class,Corporate,Columbia,Tennessee,South,Tables,Balt Solid Wood Round Tables,1317.492,7,0.4,-153.3456
Standard Class,Home Office,Philadelphia,Pennsylvania,East,Chairs,Office Star - Mesh Screen back chair with Vinyl seat,458.43,5,0.3,-124.431
Same Day,Corporate,Milwaukee,Wisconsin,Central,Furnishings,"GE General Purpose, Extra Long Life, Showcase & Floodlight Incandescent Bulbs",10.02,2,0.0,2.7354
First Class,Corporate,New York City,New York,East,Furnishings,"Floodlight Indoor Halogen Bulbs, 1 Bulb per Pack, 60 Watts",135.8,7,0.0,66.542
Second Class,Consumer,Springfield,Virginia,South,Furnishings,Ultra Door Push Plate,29.46,6,0.0,9.7218
First Class,Home Office,Fort Collins,Colorado,West,Furnishings,Dana Halogen Swing-Arm Architect Lamp,98.328,3,0.2,9.8328
First Class,Consumer,New York City,New York,East,Chairs,Office Star - Mesh Screen back chair with Vinyl seat,117.882,1,0.1,1.3098
Standard Class,Corporate,New York City,New York,East,Furnishings,"DAX Executive Solid Wood Document Frame, Desktop or Hang, Mahogany, 5 x 7",37.74,3,0.0,12.8316
Standard Class,Consumer,Marlborough,Massachusetts,East,Furnishings,"C-Line Magnetic Cubicle Keepers, Clear Polypropylene",14.82,3,0.0,6.2244
Standard Class,Consumer,Marlborough,Massachusetts,East,Furnishings,"Howard Miller 14-1/2"" Diameter Chrome Round Wall Clock",191.82,3,0.0,61.3824
Same Day,Corporate,Seattle,Washington,West,Tables,KI Conference Tables,283.56,4,0.0,45.3696
Standard Class,Home Office,Detroit,Michigan,Central,Chairs,"Hon Deluxe Fabric Upholstered Stacking Chairs, Rounded Back",487.96,2,0.0,146.388
Standard Class,Corporate,Chandler,Arizona,West,Tables,Hon 2111 Invitation Series Straight Table,73.915,1,0.5,-45.8273
Standard Class,Consumer,Hollywood,Florida,South,Furnishings,Deflect-o DuraMat Antistatic Studded Beveled Mat for Medium Pile Carpeting,337.088,4,0.2,16.8544
First Class,Home Office,New York City,New York,East,Chairs,Hon Olson Stacker Chairs,1317.492,8,0.1,190.4298
Standard Class,Consumer,Los Angeles,California,West,Furnishings,Nu-Dell Oak Frame,74.76,7,0.0,23.9232
Standard Class,Consumer,Los Angeles,California,West,Tables,"SAFCO PlanMaster Boards, 60w x 37-1/2d, White Melamine",364.776,3,0.2,27.3582
Standard Class,Corporate,Seattle,Washington,West,Tables,Hon Non-Folding Utility Tables,1115.17,7,0.0,190.4298
Second Class,Consumer,Des Moines,Washington,West,Chairs,"Global Leather Task Chair, Black",215.976,3,0.2,-2.6997
First Class,Corporate,Philadelphia,Pennsylvania,East,Furnishings,C-Line Cubicle Keepers Polyproplyene Holder With Velcro Backings,11.352,3,0.2,2.6961
Standard Class,Consumer,Henderson,Kentucky,South,Furnishings,Eldon Cleatmat Plus Chair Mats for High Pile Carpets,318.08,4,0.0,34.9888
Standard Class,Corporate,Houston,Texas,Central,Chairs,High-Back Leather Manager's Chair,454.965,5,0.3,-136.4895
Second Class,Corporate,Troy,Ohio,East,Bookcases,"Sauder Forest Hills Library with Doors, Woodland Oak Finish",482.94,6,0.5,-153.3456
Standard Class,Consumer,Houston,Texas,Central,Furnishings,Tenex Chairmats For Use with Hard Floors,64.96,5,0.6,-84.448
Second Class,Consumer,Philadelphia,Pennsylvania,East,Furnishings,12-1/2 Diameter Round Wall Clock,31.968,2,0.2,6.3936
Second Class,Consumer,Philadelphia,Pennsylvania,East,Chairs,Global Comet Stacking Arm Chair,887.271,3,0.3,-63.3765
Second Class,Home Office,Houston,Texas,Central,Furnishings,Staple-based wall hangings,10.02,3,0.6,-3.8208
Second Class,Home Office,Houston,Texas,Central,Furnishings,OIC Stacking Trays,10.02,4,0.6,-2.1376
Second Class,Consumer,Cleveland,Ohio,East,Bookcases,O'Sullivan Living Dimensions 3-Shelf Bookcases,301.47,3,0.5,-153.3456
Standard Class,Corporate,Laurel,Maryland,East,Furnishings,DAX Wood Document Frame,27.46,2,0.0,9.8856
Second Class,Consumer,Philadelphia,Pennsylvania,East,Furnishings,Eldon 500 Class Desk Accessories,19.312,2,0.2,3.1382
Standard Class,Consumer,Eau Claire,Wisconsin,Central,Bookcases,"Bush Westfield Collection Bookcases, Dark Cherry Finish",405.86,7,0.0,32.4688
Standard Class,Consumer,Eau Claire,Wisconsin,Central,Chairs,Hon GuestStacker Chair,680.01,3,0.0,176.8026
Same Day,Home Office,Oxnard,California,West,Furnishings,Tenex Chairmats For Use With Carpeted Floors,31.96,2,0.0,1.598
Standard Class,Consumer,Westminster,California,West,Furnishings,"Howard Miller 13-3/4"" Diameter Brushed Chrome Round Wall Clock",51.75,1,0.0,15.525
Standard Class,Consumer,Westminster,California,West,Chairs,Global Enterprise Series Seating Low-Back Swivel/Tilt Chairs,207.184,1,0.2,25.898
Standard Class,Consumer,San Jose,California,West,Chairs,Hon Pagoda Stacking Chairs,256.784,1,0.2,32.098
First Class,Consumer,Perth Amboy,New Jersey,East,Bookcases,O'Sullivan Living Dimensions 2-Shelf Bookcases,120.98,1,0.0,12.098
Standard Class,Corporate,San Francisco,California,West,Furnishings,Luxo Economy Swing Arm Lamp,39.88,2,0.0,11.1664
Standard Class,Corporate,San Francisco,California,West,Furnishings,DAX Natural Wood-Tone Poster Frame,79.44,3,0.0,28.5984
Standard Class,Consumer,Philadelphia,Pennsylvania,East,Bookcases,O'Sullivan Plantations 2-Door Library in Landvery Oak,301.47,3,0.5,-153.3456
First Class,Consumer,Lafayette,Louisiana,South,Tables,Bretford Rectangular Conference Table Tops,1317.492,4,0.0,190.4298
Standard Class,Consumer,Los Angeles,California,West,Furnishings,Ultra Door Pull Handle,94.68,8,0.0,31.2444
Standard Class,Consumer,Los Angeles,California,West,Tables,Chromcraft Rectangular Conference Tables,568.728,3,0.2,28.4364
First Class,Consumer,Columbus,Ohio,East,Furnishings,"Deflect-o RollaMat Studded, Beveled Mat for Medium Pile Carpeting",147.568,2,0.2,-3.6892
Standard Class,Home Office,San Francisco,California,West,Bookcases,"Bush Heritage Pine Collection 5-Shelf Bookcase, Albany Pine Finish, *Special Order",119.833,1,0.15,7.049
Second Class,Consumer,Columbia,Missouri,Central,Chairs,"Global Value Mid-Back Manager's Chair, Gray",60.89,1,0.0,15.2225
Second Class,Consumer,Columbia,Missouri,Central,Furnishings,"Rubbermaid ClusterMat Chairmats, Mat Size- 66"" x 60"", Lip 20"" x 11"" -90 Degree Angle",332.94,3,0.0,53.2704
Same Day,Home Office,Seattle,Washington,West,Chairs,"Global Leather Task Chair, Black",215.976,3,0.2,-2.6997
Standard Class,Consumer,Detroit,Michigan,Central,Chairs,High-Back Leather Manager's Chair,389.97,3,0.0,35.0973
First Class,Home Office,North Las Vegas,Nevada,West,Furnishings,"Master Caster Door Stop, Large Brown",14.56,2,0.0,5.5328
Same Day,Consumer,Freeport,New York,East,Chairs,Hon Comfortask Task/Swivel Chairs,102.582,1,0.1,6.8388
Standard Class,Corporate,New York City,New York,East,Furnishings,OIC Stacking Trays,10.02,3,0.0,4.4088
Standard Class,Consumer,Philadelphia,Pennsylvania,East,Chairs,Global Commerce Series High-Back Swivel/Tilt Chairs,398.972,2,0.3,-28.498
Standard Class,Home Office,Seattle,Washington,West,Bookcases,O'Sullivan 5-Shelf Heavy-Duty Bookcases,163.88,2,0.0,40.97
Standard Class,Corporate,Franklin,Wisconsin,Central,Chairs,Office Star - Mesh Screen back chair with Vinyl seat,392.94,3,0.0,43.2234
First Class,Consumer,Monroe,North Carolina,South,Furnishings,"Executive Impressions 14"" Two-Color Numerals Wall Clock",18.176,1,0.2,4.7712
Standard Class,Home Office,Dallas,Texas,Central,Tables,"Chromcraft Bull-Nose Wood Round Conference Table Top, Wood Base",457.485,3,0.3,-84.9615
First Class,Consumer,Philadelphia,Pennsylvania,East,Chairs,Global Commerce Series Low-Back Swivel/Tilt Chairs,1079.316,6,0.3,-15.4188
Standard Class,Corporate,Cleveland,Ohio,East,Bookcases,"Bush Westfield Collection Bookcases, Medium Cherry Finish",115.96,4,0.5,-64.9376
